name,type,episodes,rating,members
City Hunter,TV,51,8.00,19963
Detective Conan Movie 02: The Fourteenth Target,Movie,1,8.00,26284
Gekkan Shoujo Nozaki-kun Specials,Special,6,8.00,52672
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA,7,8.00,12283
Hetalia: The Beautiful World Specials,Special,4,8.00,8644
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1,8.00,9268
Kamisama Hajimemashita OVA,OVA,2,8.00,38678
Little Witch Academia,Movie,1,8.00,111703
Maria-sama ga Miteru 3rd,OVA,5,8.00,12394
Mobile Suit Gundam Thunderbolt,ONA,4,8.00,14419
The Everlasting Guilty Crown,Music,1,8.00,11663
Bishoujo Senshi Sailor Moon: Sailor Stars,TV,34,7.99,52586
Break Blade 4: Sanka no Chi,Movie,1,7.99,41598
Hanasaku Iroha: Home Sweet Home,Movie,1,7.99,34630
Hidamari Sketch x Honeycomb,TV,12,7.99,12590
Hokuto no Ken,TV,109,7.99,40271
Les Miserables: Shoujo Cosette,TV,52,7.99,9605
Serial Experiments Lain,TV,13,7.99,215829
Shiki,TV,22,7.99,251093
Ushiro no Shoumen Daare,Movie,1,7.99,3811
Baka to Test to Shoukanjuu Ni!,TV,13,7.98,183722
Detective Conan Movie 01: The Timed Skyscraper,Movie,1,7.98,28947
Detective Conan Movie 07: Crossroad in the Ancient Capital,Movie,1,7.98,21729
Gundam Build Fighters,TV,25,7.98,31606
Hetalia: The Beautiful World,ONA,20,7.98,34960
Initial D Third Stage,Movie,1,7.98,39374
Kuroko no Basket 3rd Season NG-shuu,Special,9,7.98,10778
Neko no Ongaeshi,Movie,1,7.98,92499
Seihou Bukyou Outlaw Star,TV,24,7.98,78600
White Album 2,TV,13,7.98,91075
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,12,7.97,244314
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",TV,12,7.97,153501
Ghost Hunt,TV,25,7.97,126426
Gungrave,TV,26,7.97,95825
Jungle wa Itsumo Hare nochi Guu,TV,26,7.97,22214
Kuroko no Basket 2nd Season NG-shuu,Special,9,7.97,20477
Kyou kara Maou! 3rd Series,TV,39,7.97,19510
Lupin III (2015),TV,24,7.97,16938
Madang-Eul Naon Amtalg,Movie,1,7.97,1528
Maria-sama ga Miteru 4th,TV,13,7.97,11779
Musekinin Kanchou Tylor,TV,26,7.97,19841
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,7.97,81137
Saint Seiya: Meiou Hades Meikai-hen,OVA,12,7.97,21240
Saint?Oniisan (Movie),Movie,1,7.97,30814
Seikai no Senki II,TV,10,7.97,13888
Top wo Nerae! Gunbuster,OVA,6,7.97,51724
Toshokan Sensou: Kakumei no Tsubasa,Movie,1,7.96,10244
Uchouten Kazoku,TV,13,7.96,64897
Baby Steps,TV,25,7.96,59818
Break Blade 5: Shisen no Hate,Movie,1,7.96,40053
Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,OVA,1,7.96,23204
Goku Sayonara Zetsubou Sensei,OVA,3,7.96,40358
Jormungand,TV,12,7.96,137610
Kindaichi Shounen no Jikenbo (TV),TV,148,7.96,8655
Mobile Suit Gundam: Iron-Blooded Orphans,TV,25,7.96,60525
Shin Mazinger Shougeki! Z-hen,TV,26,7.96,7872
Tentai Senshi Sunred,TV,26,7.96,12236
Yuusha-Ou GaoGaiGar,TV,49,7.96,10031
Bleach,TV,366,7.95,624055
Chuunibyou demo Koi ga Shitai!,TV,12,7.95,394399
City Hunter 3,TV,13,7.95,6723
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,7.95,65503
Detective Conan Movie 08: Time Travel of the Silver Sky,Special,1,7.95,6515
Detective Conan OVA 10: Kid in Trap Island,OVA,1,7.95,7757
Dragon Ball Kai,TV,97,7.95,116832
Hetalia World Series,ONA,48,7.95,64416
Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,6,7.95,8847
Kami nomi zo Shiru Sekai,TV,12,7.95,284846
Kyousou Giga (TV),TV,10,7.95,67732
Magic Kaito 1412,TV,24,7.95,43545
Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,7.95,86475
Plastic Memories,TV,13,7.95,213493
Psycho-Pass Movie,Movie,1,7.95,94677
Seto no Hanayome,TV,26,7.95,165008
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,7.95,57665
Tanoshii Muumin Ikka,TV,78,7.95,7761
Tasogare Otome x Amnesia,TV,12,7.95,172367
Vampire Hunter D (2000),Movie,1,7.95,68229
Yuru Yuri Nachuyachumi!,OVA,1,7.95,28339
Break Blade 3: Kyoujin no Ato,Movie,1,7.94,42653
Danshi Koukousei no Nichijou Specials,Special,6,7.94,49891
Detective Conan Movie 09: Strategy Above the Depths,Movie,1,7.94,20347
Detective Conan Movie 12: Full Score of Fear,Movie,1,7.94,19290
Final Fantasy VII: Advent Children,Movie,1,7.94,138659
Free!: Eternal Summer,TV,13,7.94,150596
Hakuouki Movie 1: Kyoto Ranbu,Movie,1,7.94,12076
Hidamari Sketch x ??? Specials,Special,2,7.94,8734
K: Missing Kings,Movie,1,7.94,98549
Last Exile,TV,26,7.94,104193
Little Busters!: EX,Special,8,7.94,26709
Mobile Suit Gundam Wing: Endless Waltz Movie,Movie,1,7.94,35711
Pokemon: The Origin,Special,4,7.94,85947
Yuru Yuridd,TV,12,7.94,83097
Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,7.94,22704
3-gatsu no Lion,TV,23,7.93,59492
91 Days,TV,12,7.93,140604
Akagami no Shirayuki-hime,TV,12,7.93,157551
Drifters,TV,12,7.93,102857
Gake no Ue no Ponyo,Movie,1,7.93,140277
Ghost in the Shell 2: Innocence,Movie,1,7.93,85714
Haikyuu!! Movie 1: Owari to Hajimari,Movie,1,7.94,13094
Haikyuu!! OVA,OVA,2,7.93,30063
Hoozuki no Reitetsu OVA,OVA,3,7.93,6073
Keroro Gunsou,TV,358,7.93,31632
Lupin III: Part II,TV,155,7.93,10873
Macross F Movie 1: Itsuwari no Utahime,Movie,1,7.93,20637
Mobile Suit Gundam Seed,TV,50,7.93,96973
Nodame Cantabile Finale Special,Special,1,7.93,23388
Paradise Kiss,TV,12,7.93,86380
Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,Special,2,7.93,4975
Saraiya Goyou,TV,12,7.93,40819
Shiki Specials,Special,2,7.93,37657
Slayers Try,TV,26,7.93,32742
To LOVE-Ru Darkness 2nd Specials,Special,2,7.93,22487
Transformers the Movie,Movie,1,7.93,6540
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1,7.93,5431
Akatsuki no Yona OVA,OVA,3,7.92,29398
Ao no Exorcist,TV,25,7.92,583823
Claymore,TV,26,7.92,316853
Detective Conan: Episode One - Chiisaku Natta Meitantei,Special,1,8.10,2493
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Movie,1,7.91,7515
Golden Time,TV,24,7.92,273191
Hadashi no Gen,Movie,1,7.92,16474
Hayate no Gotoku!!,TV,25,7.92,67323
Jinrui wa Suitai Shimashita,TV,12,7.92,89373
Little Witch Academia: Mahoujikake no Parade,Movie,1,7.92,53024
Lucky?Star: Original na Visual to Animation,OVA,1,7.92,84833
New Initial D Movie: Legend 1 - Kakusei,Movie,1,7.92,7695
Pandora Hearts,TV,25,7.92,229567
Rurouni Kenshin DVD-BOX Special Ending,Special,1,7.92,9695
Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,7.91,77103
Capeta,TV,52,7.91,9711
Charlotte,TV,13,7.91,310137
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,Movie,1,7.91,26746
Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie,1,7.91,5939
Master Keaton OVA,OVA,15,7.91,3205
Mobile Suit Gundam Thunderbolt: December Sky,Movie,1,7.92,2833
Nisekoi,TV,20,7.91,347599
To LOVE-Ru Darkness 2nd OVA,OVA,3,7.91,18575
Yamada-kun to 7-nin no Majo (TV),TV,12,7.91,193566
Aoi Bungaku Series,TV,12,7.90,93074
Arashi no Yoru ni,Movie,1,7.90,11458
Bokura wa Minna Kawaisou,TV,12,7.90,159793
Densetsu Kyojin Ideon: Hatsudou-hen,Movie,1,7.90,2963
Ginga Tetsudou 999,TV,113,7.90,12672
Hana yori Dango,TV,51,7.90,28341
Hanasakeru Seishounen,TV,39,7.90,37051
Hidamari Sketch x 365,TV,13,7.90,19180
Hidamari Sketch x SP,Special,2,7.90,7999
Ie Naki Ko,TV,51,7.90,4479
Michiko to Hatchin,TV,22,7.90,82625
New Initial D Movie: Legend 2 - Tousou,Movie,1,7.90,4641
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,48,7.90,6473
Tegamibachi Reverse,TV,25,7.90,36228
Ao Haru Ride,TV,12,7.89,227417
Bishoujo Senshi Sailor Moon S,TV,38,7.89,66911
Digimon Adventure,TV,54,7.89,182208
Furiko,Special,1,7.89,8809
Heartcatch Precure!,TV,49,7.89,12825
InuYasha,TV,167,7.89,281632
InuYasha: Kuroi Tessaiga,Special,1,7.89,16373
InuYasha: Tenka Hadou no Ken,Movie,1,7.89,51079
K-On!!: Keikaku!,Special,1,7.89,50496
"Kumo no Mukou, Yakusoku no Basho",Movie,1,7.89,103975
Lupin III vs. Detective Conan,Special,1,7.89,15220
Mobile Suit Gundam,TV,43,7.89,51566
Mobile Suit Gundam III: Encounters in Space,Movie,1,7.89,11343
Noragami OVA,OVA,2,7.89,104775
Seitokai Yakuindomo OVA,OVA,8,7.89,63265
Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,7.89,5663
Yamato Nadeshiko Shichihenge?,TV,25,7.89,92088
Another,TV,12,7.88,534657
Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,ONA,8,7.88,7999
Ao no Exorcist Movie,Movie,1,7.88,105183
Arslan Senki (TV),TV,25,7.88,152811
Binbougami ga!,TV,13,7.88,117091
Black Jack,OVA,12,7.88,14414
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,13,7.88,336349
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,1,7.88,22774
Hetalia World Series Specials,Special,4,7.88,14348
K-On!: Live House!,Special,1,7.88,70787
Kyou kara Maou!,TV,78,7.88,58150
Kyoukai no Kanata,TV,12,7.88,359011
Mind Game,Movie,1,7.88,32756
Oniisama e...,TV,39,7.88,11424
Servamp Specials,Special,3,7.88,5973
Shingeki no Kyojin OVA,OVA,3,7.88,121063
Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,1,7.88,3089
The Last: Naruto the Movie,Movie,1,7.88,85013
The Law of Ueki,TV,51,7.88,60027
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,7.87,61020
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,12,7.87,83343
Hai to Gensou no Grimgar,TV,12,7.87,213342
High School DxD New,TV,12,7.87,266657
Huyao Xiao Hongniang: Yue Hong,ONA,13,7.87,1043
Jin-Rou,Movie,1,7.87,62464
K-On!,TV,13,7.87,386048
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,1,7.87,23453
Lucky?Star,TV,24,7.87,305837
Mobile Suit Gundam Wing,TV,49,7.87,86001
Mobile Suit Gundam Wing: Endless Waltz,OVA,3,7.87,28485
Piano no Mori,Movie,1,7.87,24278
Ranma ?,TV,161,7.87,105212
Ranma ? OVA,OVA,6,7.87,16804
Sidonia no Kishi,TV,12,7.87,118341
Slayers,TV,26,7.87,73476
Sora no Otoshimono: Tokeijikake no Angeloid,Movie,1,7.87,70391
Soukou Kihei Votoms,TV,52,7.87,9008
Tantei Gakuen Q,TV,45,7.87,16591
Toaru Kagaku no Railgun,TV,24,7.87,231079
Uchuu Kaizoku Captain Harlock,TV,42,7.87,14869
Watashi no Ashinaga Ojisan,TV,40,7.87,5600
Break Blade 2: Ketsubetsu no Michi,Movie,1,7.86,44900
Chibi Maruko-chan,TV,142,7.86,4739
Detective Conan Movie 16: The Eleventh Striker,Movie,1,7.86,14938
Genshiken 2,TV,12,7.86,55825
Giovanni no Shima,Movie,1,7.86,10115
Hellsing I: Digest for Freaks,OVA,1,7.86,20263
Kuroko no Basket: Mou Ikkai Yarimasen ka,Special,1,7.86,20397
Macross F: Close Encounter - Deculture Edition,Special,1,7.86,8911
Non Non Biyori Repeat OVA,OVA,1,7.86,9729
Nurarihyon no Mago OVA,OVA,2,7.86,11401
One Piece: Episode of Luffy - Hand Island no Bouken,Special,1,7.86,21489
One Punch Man Specials,Special,6,7.86,75502
Seikai no Senki,TV,13,7.86,18580
Sora no Otoshimono: Forte,TV,12,7.86,146697
Space?Dandy,TV,13,7.86,123529
Arakawa Under the Bridge x Bridge,TV,13,7.85,80394
Detective Conan Movie 10: Promo Special,Special,1,7.85,4069
Elfen Lied,TV,13,7.85,623511
Hachimitsu to Clover Specials,Special,2,7.85,21164
Hello! Lady Lynn,TV,36,7.85,1757
Kami nomi zo Shiru Sekai: Tenri-hen,OVA,2,7.85,68623
Kimi to Boku.,TV,13,7.85,86196
Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,4,7.85,12413
Maria-sama ga Miteru: Haru,TV,13,7.85,14983
Mobile Suit Gundam 0080: War in the Pocket,OVA,6,7.85,22609
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,10,7.85,218231
Nanatsu no Taizai OVA,OVA,2,7.85,37540
One Punch Man: Road to Hero,OVA,1,7.85,94839
Romeo x Juliet,TV,24,7.85,91530
School Rumble Ichi Gakki Hoshuu,OVA,2,7.85,40868
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,1,7.85,3304
Ajin Part 1: Shoudou,Movie,1,7.84,22279
Akame ga Kill!,TV,24,7.84,492133
AKB0048: Next Stage,TV,13,7.84,22302
Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,7.84,5606
Death Note Rewrite,Special,2,7.84,88699
Detective Conan Movie 17: Private Eye in the Distant Sea,Movie,1,7.84,12963
Hakuouki Sekkaroku,OVA,6,7.84,14725
Hoozuki no Reitetsu,TV,13,7.84,47619
Kuroko no Basket NG-shuu,Special,9,7.84,32215
Memories,Movie,3,7.84,38643
Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,7.84,87369
Owari no Seraph: Nagoya Kessen-hen,TV,12,7.84,190058
Seikai no Senki III,OVA,2,7.84,11044
Seitokai Yakuindomo*,TV,13,7.84,98544
Space Cobra,TV,31,7.84,6919
Toaru Majutsu no Index II,TV,24,7.84,184520
Tsuritama,TV,12,7.84,90625
Yowamushi Pedal Movie,Movie,1,7.84,8838
Yuru Yuri Nachuyachumi!+,Special,2,7.84,19586
Baka to Test to Shoukanjuu,TV,13,7.83,301282
Densetsu no Yuusha no Densetsu,TV,24,7.83,130689
Fairy Tail OVA,OVA,5,7.83,83421
Ichigo Mashimaro OVA,OVA,3,7.83,15085
Kingsglaive: Final Fantasy XV,Movie,1,7.83,15508
Mobile Police Patlabor 2: The Movie,Movie,1,7.83,11957
Persona 3 the Movie 1: Spring of Birth,Movie,1,7.83,45568
Rozen Maiden: Ouverture,Special,2,7.83,44388
Seikai no Monshou,TV,13,7.83,26379
Shaman King,TV,64,7.83,169517
Sword Art Online,TV,25,7.83,893100
Tetsuwan Birdy Decode:02,TV,12,7.83,29622
Bishoujo Senshi Sailor Moon Crystal Season III,TV,13,7.83,16530
Bokurano,TV,24,7.82,81408
Bounen no Xamdou,ONA,26,7.82,79026
Break Blade 6: Doukoku no Toride,Movie,1,7.82,39077
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,1,7.82,43673
Hakkenden: Touhou Hakken Ibun 2nd Season,TV,13,7.82,33466
Hidamari Sketch x 365 Specials,Special,3,7.82,10720
K: Return of Kings,TV,13,7.82,114904
Kill la Kill Special,Special,1,7.82,83795
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),TV,373,7.82,4734
Macross Plus,OVA,4,7.82,23138
Macross Plus Movie Edition,Movie,1,7.82,8405
Mitsudomoe Zouryouchuu!,TV,8,7.82,26468
Prince of Tennis: Another Story - Messages From Past and Future,OVA,4,7.82,9487
Saint Seiya: Meiou Hades Elysion-hen,OVA,6,7.82,19044
To LOVE-Ru Darkness,TV,12,7.82,135929
To LOVE-Ru Darkness OVA,OVA,6,7.82,57166
Working!!,TV,13,7.82,189367
Yume-iro Patissiere SP Professional,TV,13,7.82,20397
Daa! Daa! Daa!,TV,78,7.81,12673
Digimon Adventure: Bokura no War Game!,Movie,1,7.81,37078
Eikoku Koi Monogatari Emma,TV,12,7.81,23877
Full Metal Panic!,TV,24,7.81,256325
Guilty Crown,TV,22,7.81,460959
Hoshi wo Ou Kodomo,Movie,1,7.81,76286
"Ima, Soko ni Iru Boku",TV,13,7.81,56839
Jigoku Shoujo Mitsuganae,TV,26,7.81,58993
Kara no Kyoukai 1: Fukan Fuukei,Movie,1,7.81,178880
Kimagure Orange?Road: Ano Hi ni Kaeritai,Movie,1,7.81,4368
Kono Subarashii Sekai ni Shukufuku wo! OVA,OVA,1,7.81,46823
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,OVA,8,7.82,19317
Lupin the Third: Mine Fujiko to Iu Onna,TV,13,7.81,22796
Minami-ke,TV,13,7.81,105471
Naruto,TV,220,7.81,683297
New Game!,TV,12,7.81,91932
Shigatsu wa Kimi no Uso: Moments,OVA,1,7.81,41368
Top wo Nerae 2! Diebuster,OVA,6,7.81,38691
Baka to Test to Shoukanjuu: Matsuri,OVA,2,7.80,67684
Blood+,TV,50,7.80,208321
Chrno Crusade,TV,24,7.80,140865
Free!: FrFr - Short Movie,Special,7,7.80,35956
Fruits Basket,TV,26,7.80,242553
Gakuen Alice,TV,26,7.80,52995
Haikyuu!! Movie 2: Shousha to Haisha,Movie,1,7.81,10558
Hourou Musuko,TV,11,7.80,53426
Huyao Xiao Hongniang: Wangquan Fugui,ONA,14,7.80,1119
Shoukoujo Sara,TV,46,7.80,7515
Soredemo Sekai wa Utsukushii,TV,12,7.80,99462
Tenkuu no Escaflowne,TV,26,7.80,83437
The Disappearance of Conan Edogawa: The Worst Two Days in History,Special,1,7.80,3735
To LOVE-Ru Darkness 2nd,TV,12,7.80,73909
Tokyo Ravens,TV,24,7.80,171384
Aikatsu! Movie,Movie,1,7.79,2813
Angel Beats! Specials,Special,2,7.79,139013
Aria The Animation,TV,13,7.79,76913
Break Blade 1: Kakusei no Toki,Movie,1,7.79,58184
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,1,7.79,2688
Denpa-teki na Kanojo,OVA,2,7.79,85409
Dragon Quest: Dai no Daibouken,TV,46,7.79,8999
Higashi no Eden Soushuuhen: Air Communication,Movie,1,7.79,20059
Ichigo Mashimaro Encore,OVA,2,7.79,12790
Inu x Boku SS Special,Special,1,7.79,46803
Jigoku Shoujo,TV,26,7.79,172415
New Initial D Movie: Legend 3 - Mugen,Movie,1,7.79,3479
Nobunaga Concerto,TV,10,7.79,25167
Poyopoyo Kansatsu Nikki,TV,52,7.79,13832
Pretty Rhythm: Rainbow Live,TV,51,7.79,4838
Ranma ? Super,OVA,3,7.79,9936
Servant x Service,TV,13,7.79,81037
Shakugan no Shana II (Second),TV,24,7.79,184525
Tales of Vesperia: The First Strike,Movie,1,7.79,30524
Toaru Hikuushi e no Tsuioku,Movie,1,7.79,28857
Towa no Quon 6: Towa no Quon,Movie,1,7.79,18624
Ajin,TV,13,7.78,160972
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",OVA,1,7.77,20749
Bishoujo Senshi Sailor Moon R: The Movie,Movie,1,7.78,33682
Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,OVA,1,7.78,23285
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,7.78,51688
Ga-Rei: Zero,TV,12,7.78,145102
Higashi no Eden Movie II: Paradise Lost,Movie,1,7.78,87062
Jungle wa Itsumo Hare nochi Guu Final,OVA,7,7.78,7576
Kore wa Zombie Desu ka? of the Dead,TV,10,7.78,180032
Kyoukai no Kanata: Shinonome,Special,1,7.78,42344
Minami-ke Tadaima,TV,13,7.78,31394
Momo e no Tegami,Movie,1,7.78,30519
Nurarihyon no Mago,TV,24,7.78,122976
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,1,7.78,11922
Orange,TV,13,7.78,165358
Over Drive,TV,26,7.78,28007
R.O.D OVA,OVA,3,7.78,41701
Rakudai Kishi no Cavalry,TV,12,7.78,188685
Ranma ? Specials,OVA,2,7.78,11084
Rozen Maiden: Traumend,TV,12,7.78,72645
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,7.78,7856
Special A,TV,24,7.78,173603
Tenchi Muyou! Ryououki 2nd Season,OVA,6,7.78,15837
Texhnolyze,TV,22,7.78,95859
Urusei Yatsura,TV,195,7.78,23020
Utawarerumono,TV,26,7.78,91034
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,3,7.77,40176
Black Jack 21,TV,17,7.77,6063
Digimon Adventure tri. 2: Ketsui,Movie,1,7.77,30684
Fushigi Yuugi,TV,52,7.77,61622
Ichigo Mashimaro,TV,12,7.77,46333
JoJo no Kimyou na Bouken: Phantom Blood,Movie,1,7.77,8534
Koyomimonogatari,ONA,12,7.77,45632
Mobile Suit Gundam 00 Special Edition,OVA,3,7.77,7087
Ojamajo Doremi Na-i-sho,OVA,13,7.77,3620
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,1,7.77,37792
Sengoku Basara Movie: The Last Party,Movie,1,7.77,18267
Shingeki no Bahamut: Genesis,TV,12,7.77,143701
Tenchi Muyou! Ryououki,OVA,6,7.77,25902
Tonari no Kaibutsu-kun,TV,13,7.77,349836
Zero no Tsukaima F,TV,12,7.77,174026
Ao Haru Ride OVA,OVA,2,7.76,46864
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Movie,1,7.76,29394
Bokura wa Minna Kawaisou: Hajimete no,Special,1,7.76,20622
Bungou Stray Dogs,TV,12,7.76,187805
Detective Conan Movie 19: The Hellfire Sunflowers,Movie,1,7.77,8600
Doraemon (1979),TV,1787,7.76,14233
Genshiken,TV,12,7.76,104258
Ginga Tetsudou 999 (Movie),Movie,1,7.76,7237
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,7.76,16143
Hakuouki Hekketsuroku,TV,10,7.76,49771
Hetalia Axis Powers,ONA,52,7.76,144898
Itazura na Kiss,TV,25,7.76,136279
Lupin III,TV,23,7.76,34373
Mahouka Koukou no Rettousei,TV,26,7.76,285317
Majin Tantei Nougami Neuro,TV,25,7.76,42730
Master Keaton,TV,24,7.76,9610
No.6,TV,11,7.76,168017
One Piece Movie 4: Dead End no Bouken,Movie,1,7.76,39946
Senjou no Valkyria,TV,26,7.76,77591
Tegamibachi,TV,25,7.76,70987
Towa no Quon 4: Guren no Shoushin,Movie,1,7.76,18545
Turn A Gundam,TV,50,7.76,20056
Bleach Movie 4: Jigoku-hen,Movie,1,7.75,94074
D-Frag!,TV,12,7.75,154548
Detective Conan Movie 09: Promo Special,Special,1,7.75,4172
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,1,7.75,46276
Go! Princess Precure,TV,50,7.74,5098
Hayate no Gotoku!,TV,52,7.75,130085
InuYasha: Kagami no Naka no Mugenjo,Movie,1,7.75,54854
Kanojo to Kanojo no Neko: Everything Flows,TV,4,7.75,38765
Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,1,7.75,24735
Kino no Tabi: The Beautiful World - Tou no Kuni,Special,1,7.75,19211
"Kono Danshi, Ningyo Hiroimashita.",OVA,1,7.75,14775
Kuroko no Basket: Baka ja Katenai no yo!,OVA,1,7.75,26785
Mahoujin Guru Guru,TV,45,7.75,3725
One Piece: Heart of Gold,Special,1,7.75,17443
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,7.75,26958
The iDOLM@STER,TV,25,7.75,81155
Trapp Ikka Monogatari,TV,40,7.75,2839
Utawarerumono Specials,Special,6,7.75,11149
World Trigger,TV,73,7.75,106872
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,TV,12,7.75,1780
Bishoujo Senshi Sailor Moon R,TV,43,7.74,73305
Black Jack (TV),TV,61,7.74,15552
Cardcaptor Sakura Movie 1,Movie,1,7.74,56327
Detective Conan: Black History,Special,1,7.74,3603
Fullmetal Alchemist: The Conqueror of Shamballa,Movie,1,7.74,186465
Genshiken OVA,OVA,3,7.74,35493
Hal,Movie,1,7.74,50812
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Movie,1,7.74,3309
Higashi no Eden Movie I: The King of Eden,Movie,1,7.74,101734
Hungry Heart: Wild Striker,TV,52,7.74,13469
Initial D Battle Stage 2,OVA,1,7.74,11015
Kekkai Sensen,TV,12,7.74,220573
Love Stage!! OVA,OVA,1,7.74,23631
Mahou Shoujo Lyrical Nanoha StrikerS,TV,26,7.74,35442
Mousou Dairinin,TV,13,7.74,137687
Muumindani no Suisei,Movie,1,7.74,4344
Noein: Mou Hitori no Kimi e,TV,24,7.74,56244
Persona 3 the Movie 3: Falling Down,Movie,1,7.74,19928
Sengoku Basara Two,TV,12,7.74,42798
Shakugan no Shana,TV,24,7.74,297058
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,13,7.74,6787
Taiyou no Ko Esteban,TV,39,7.74,5424
Toriko,TV,147,7.74,54790
UN-GO: Inga-ron,Movie,1,7.74,23340
Diamond no Ace OVA,OVA,3,7.72,7376
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,7.73,1317
Flip Flappers,TV,13,7.73,40945
GetBackers,TV,49,7.73,73536
K,TV,13,7.73,297051
Katekyo Hitman Reborn! Special,ONA,1,7.73,19991
Kekkaishi,TV,52,7.73,61884
Kuroshitsuji II Specials,Special,6,7.73,60899
Lady Lady!!,TV,21,7.73,2681
Mitsudomoe,TV,13,7.73,56483
Prison School OVA,OVA,1,7.73,30887
Shakugan no Shana III (Final),TV,24,7.73,133010
Uchuu Senkan Yamato,TV,26,7.73,10688
Wakakusa Monogatari: Nan to Jo-sensei,TV,40,7.73,2577
Zero no Tsukaima: Futatsuki no Kishi,TV,12,7.73,235684
Ansatsu Kyoushitsu: 365-nichi no Jikan,Movie,1,7.72,14896
Daicon Opening Animations,Special,2,7.72,7174
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Movie,1,7.72,56994
Durarara!!x2 Ketsu: Dufufufu!!,Special,1,7.72,13126
Future GPX Cyber Formula Sin,OVA,5,7.72,1070
Ie Naki Ko Remi Specials,Special,3,7.72,781
Inazuma Eleven,TV,127,7.72,42677
Kara no Kyoukai 6: Boukyaku Rokuon,Movie,1,7.72,93803
Kyoukaisenjou no Horizon II,TV,13,7.72,46781
Mobile Police Patlabor: On Television,TV,47,7.72,16130
Mujin Wakusei Survive,TV,52,7.72,11684
New Prince of Tennis OVA vs. Genius10,OVA,10,7.72,6238
